conversation_ID	utt_1	utt_2	emotion
680		Oh hey ! There is some kids playing in the street , you wanna go down there and give them a project , ruin their day ?	anger
958		Yoo ... hoo ! Aaron Litman ... Neurolic would like to say hello to his future bride .	joy
958		Ohhh ! Wow ! He kinda takes your breath away , does not he ?	joy
1052		What ? Wait a minute , I did not pay , I thought you paid !	surprise
417		There he is !	joy
417		There is our star !	joy
417		Almost as good as that play with the two naked girls on the see ... saw .	joy
417	Almost as good as that play with the two naked girls on the see ... saw .	I ... I was not in that .	sadness
417		I ... I was not in that .	sadness
1175		Umm , this is great wine .	joy
1175	a few years ago I actually was backpacking across Western Europe .	Really ?	surprise
1175	I was hiking	I love hiking !	joy
1175		I love hiking !	joy
1175	I love hiking !	Oh that is great ! I was hiking along the foothills of Mount Tibidaybo	joy
1175		Oh that is great ! I was hiking along the foothills of Mount Tibidaybo	joy
663		You ... you ... you ... you threw my sandwich away !	anger
663	You ... you ... you ... you threw my sandwich away !	MY SANDWICH ? ! ! !	anger
663	You ... you ... you ... you threw my sandwich away !	MY SANDWICH ! ! ! ! ! !	anger
659		You did look like an idiot .	joy
659		"Remember when Ross tried to say , "" Butternut squash ? """	joy
659	"And it came out , "" Squatternut buash ? """	"Remember when Ross tried to say , "" Butternut squash ? """	joy
659	"Remember when Ross tried to say , "" Butternut squash ? """	"And it came out , "" Squatternut buash ? """	joy
659		"And it came out , "" Squatternut buash ? """	joy
659		That is it . That is my worse Thanksgiving .	sadness
659	That is my worse Thanksgiving .	Oh wait ! That can not be the one Rachel talking about . She did not even know that happened . So which one was it ?	surprise
659		Oh wait ! That can not be the one Rachel talking about . She did not even know that happened . So which one was it ?	surprise
659		Umm , I ... I really do not want to tell this story .	sadness
659	I ... I really do not want to tell this story .	Oh , come on Monica , reliving past pain and getting depressed is what Thanksgiving is all about .	sadness
1188		I am guess I am just done with the whole dating thing .	sadness
1188	I am guess I am just done with the whole dating thing .	It is one more thing in my life that is suddenly completely different .	sadness
1188	I am guess I am just done with the whole dating thing .	This is hard .	sadness
1188		This is hard .	sadness
957		It is the big night ! We wanted to wish you good luck !	joy
957	you have the ring ?	Yeah , right here in my pocket . Pheebs ?	joy
957		Yeah , right here in my pocket . Pheebs ?	joy
957	It is the big night ! We wanted to wish you good luck !	Yeah , right here in my pocket . Pheebs ?	joy
957		Okay , now will you guys get out of here ? I want this is to be a surprise and she is gonna know .	fear
957		Hey , guys .	joy
957		You are beautiful .	joy
957	You are beautiful .	Oh , thank you ! What going on ?	joy
667		That part was perfect for me ! I can not believe I did not get it !	anger
667	I did not get it !	I am sorry , man .	sadness
667		Come on Ross be realistic , you know ? If I did write something , what are the chances I could get those guys to star in it ?	sadness
667		Wait a second , I could star in it !	joy
667	You should make something happen for yourself .	I can not write !	anger
667	like ... like write a play .	I can not write !	anger
667		I can not write !	anger
667		You know I mean I ... I ... I am an actor , I do not have the discipline that takes , you know ?	sadness
667	I can not do it .	You know I mean I ... I ... I am an actor , I do not have the discipline that takes , you know ?	sadness
667		I can not do it .	sadness
1071	mom and dad are selling the house !	Oh , it even has a tree with a broken limb out front and the uh , the window in the attic is ... Oh my God !	surprise
1071	Oh my God !	What ? What happened to the window in the attic ? !	surprise
1071		I can not believe mom and dad are selling the house !	anger
1071	mom and dad are selling the house !	I can not believe they ... they did not even tell us !	anger
1071		I can not believe they ... they did not even tell us !	anger
1071		I can not believe I still do not know what happened to the window in the attic !	anger
127		Oh , Danielle ! I was not expecting the machine .	surprise
127		That is what you have been working on for the past two hours ? !	surprise
127	That is what you have been working on for the past two hours ? !	Hey , I have been honing !	anger
127		I might have some kind of life , like I have not been sitting around here honing for the past few hours .	anger
127		Look look ! He is doing it again , the guy with the telescope !	surprise
127	He is doing it again , the guy with the telescope !	Oh my God !	surprise
127	He is doing it again , the guy with the telescope !	Go away ! Stop looking in here !	anger
127		Go away ! Stop looking in here !	anger
127		Great , now he is waving back .	disgust
127		Man , we gotta do something about that guy . This morning , I caught him looking into our apartment . It creeps me out ! I feel like I can not do stuff !	anger
127	I feel like I can not do stuff !	What kinda stuff ?	joy
127	What kinda stuff ?	Will you grow up ? I am not talking about sexy stuff , but , like , when I am cooking naked .	disgust
127	I am cooking naked .	You cook naked ?	surprise
127		You cook naked ?	surprise
127		What are you looking at me for ? I did not know that .	surprise
1358	I am gonna quit . It is time I took my life back !	Good for you Pheebs !	joy
812		What happening to your accent ?	surprise
812	What happening to your accent ?	Come again ?	surprise
812		I was really nervous and the accent just uh , just came out .	sadness
812	I was really nervous and the accent just uh , just came out .	I am sorry .	sadness
812		Obviously , I screwed up .	sadness
812		Ross ! ! Are you crazy ? ! I am still your wife ! ! What , were you just never gonna tell me ? ! !	anger
261		Phoebe , she does not know that you sneak out every night , she does not know that you sneak back every morning , and she does not know that you have been living with your Grandmother for a week now .	anger
261		I am never gonna find a roommate , ever .	sadness
261		Well let see , there was the guy with the ferrets , that is plural .	disgust
261		The spitter .	disgust
261		Oh ... ho , and yes , the guy that enjoyed my name so much he felt the need to make a little noise every time he said it .	anger
261		This photographer , who seemed really dull .	disgust
261		And this actor guy , who I am not sure about , because when he called and I answered the phone Chandler Bing , he said Whoa ... whoa , short message .	disgust
261	foot on the floor or come over no more !	Sure , your dresser is missing but this she notices .	anger
261		Sure , your dresser is missing but this she notices .	anger
261	I ... I ... I think I finally figured out why we were having so much trouble lately .	Oh , really ?	surprise
261		Yeah , you know how I have you guys , well she does not really have any close friends that are just hers , but last week she meet this woman at the gym , Susan something , and they really hit it off , and I ... I ... I think it is gonna make a difference	joy
774		I won ! I won ! I finally won !	surprise
774	I won ! I won ! I finally won !	I won ! That was my quarter !	anger
774		I won ! That was my quarter !	anger
774	I won ! That was my quarter !	Fine ! Here ! Take a hike toots !	anger
774		Excuse me , sir ! This lady played my quarter , this is my money .	sadness
774	This lady played my quarter	Is that true miss ?	surprise
774		Is that true miss ?	surprise
774	Sells drugs to kids .	What ? !	surprise
774		She sells drugs to kids .	disgust
774	This lady played my quarter	It was my quarter !	sadness
774		How about we talk about this over dinner ?	joy
774	This lady played my quarter	Okay lady , you are out of here .	disgust
774	you are out of here .	No ! No , you can not arrest me ! No ! ! I will not go back ! I will not go back to that hell hole ! !	anger
774		No ! No , you can not arrest me ! No ! ! I will not go back ! I will not go back to that hell hole ! !	anger
774	you can not arrest me ! No ! ! I will not go back ! I will not go back to that hell hole ! !	I am just taking you outside !	anger
